city_name,magnitude_of_delay,delay_in_seconds,affected_roads,record_date,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_precipitation,avg_rain,incidents
Guimaraes,UNDEFINED,0,",",2021-12-23 08:00,LOW_LIGHT,13.0,1014.0,94.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-27 01:00,DARK,9.0,1026.0,93.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-10 05:00,DARK,12.0,1011.0,86.0,1.0,0.0,chuva fraca,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-27 11:00,LIGHT,20.0,1015.0,42.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,150,"N101,N101,N101,N101,N105,N101,N101,",2021-04-13 13:00,LIGHT,15.0,1019.0,78.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-03-05 01:00,DARK,11.0,1015.0,88.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,177,"N101,N101,N101,N101,N101,N101",2021-07-04 12:00,LIGHT,20.0,1019.0,47.0,4.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,30,"N101,N101,N101,N101,N101,",2021-04-30 01:00,DARK,9.0,1011.0,83.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,567,"N101,N101,N101,N101,N101,N101",2021-10-16 11:00,LIGHT,18.0,1018.0,74.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-03-03 21:00,DARK,14.0,1024.0,79.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-24 10:00,LIGHT,15.0,1023.0,70.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,219,"N101,N101,N101,R206,N101,N101",2021-10-17 15:00,LIGHT,18.0,1018.0,92.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-10 09:00,LIGHT,23.0,1018.0,53.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-26 04:00,DARK,13.0,1022.0,72.0,2.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,7146,"N101,N101,N101,N101,N101,N101,N101,N105,N101,N101,N101,N101,N101,N101,N105,N105,N101,N101,N101,",2021-04-29 18:00,LIGHT,14.0,1009.0,63.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,967,"N101,N101,N101,N101,N101",2021-11-20 18:00,DARK,14.0,1018.0,69.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,179,"N101,N101,N101,N101,N101,",2021-03-30 20:00,DARK,20.0,1019.0,49.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-15 22:00,DARK,21.0,1012.0,65.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,",",2021-01-31 08:00,LIGHT,11.0,1016.0,93.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-01-27 02:00,DARK,12.0,1026.0,93.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,6658,"N101,N101,N101,N101,N105,N101,N101,N101,N101,N101,N101,N101,",2021-04-28 19:00,LIGHT,15.0,1006.0,83.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,3256,"N101,N101,N105,N101,N101,N101,N101,N105,N101,N101,N105,",2021-06-01 17:00,LIGHT,16.0,1013.0,85.0,3.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,192,"N101,N101,N101,N101,N101,N105",2021-04-29 12:00,LIGHT,13.0,1010.0,72.0,5.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,159,"N101,N101,N101,N101,N101,N101",2021-11-23 16:00,LIGHT,13.0,1013.0,58.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,725,"N105,N105,",2021-01-19 09:00,LIGHT,8.0,1022.0,76.0,4.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-21 03:00,DARK,13.0,1010.0,92.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-27 09:00,LIGHT,15.0,1017.0,92.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-21 21:00,DARK,11.0,1009.0,91.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,162,"N101,N101,N101,N101,N101,",2021-04-27 00:00,DARK,13.0,1006.0,88.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-07 09:00,LIGHT,11.0,1027.0,66.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-17 17:00,LIGHT,18.0,1018.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,175,"N101,N101,N101,N101,N101,N101,N101,N101",2021-12-28 19:00,DARK,14.0,1024.0,93.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-07 00:00,DARK,12.0,1023.0,94.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-03 02:00,DARK,7.0,1011.0,93.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,6867,"N101,N105,N101,N101,N101,N101,N101,N101,N105,N101,IC5,N309,N309,N101,N101,N101,",2021-10-25 17:00,LIGHT,17.0,1021.0,73.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-01-22 03:00,DARK,10.0,1005.0,81.0,6.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,982,"N101,N101,N101,N101,N101,N101,N101,N101,N101,",2021-04-22 13:00,LIGHT,16.0,1013.0,80.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,125,"N101,N101,N101,N101,N101",2021-10-11 15:00,LIGHT,24.0,1018.0,39.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-14 21:00,DARK,18.0,1013.0,56.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-08 02:00,DARK,13.0,1021.0,89.0,0.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,2912,"N101,N101,N101,N101,N101,R206,N101,N101,N101,N101,N101,N101,N101",2021-10-30 12:00,LIGHT,16.0,1008.0,91.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-03-04 22:00,DARK,13.0,1013.0,73.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,36,"N101,N101,N101,N105,N101,N101",2021-11-21 15:00,LIGHT,16.0,1015.0,71.0,2.0,0.0,Sem Chuva,Low
Guimaraes,MAJOR,1233,"N101,N101,R206,N105,N101,N101,N101,N101",2021-07-16 09:00,LIGHT,25.0,1017.0,35.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,44,"",2021-01-18 23:00,DARK,6.0,1025.0,81.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-12 20:00,DARK,21.0,1011.0,70.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-19 18:00,LIGHT,15.0,1016.0,81.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,62,"N101,N101,N101,N101,N101",2021-09-30 15:00,LIGHT,24.0,1024.0,51.0,2.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-24 01:00,DARK,12.0,1022.0,83.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,2631,"N101,N101,N101,N101,N101,N105,N101,N101,N101,N101",2021-12-15 17:00,DARK,14.0,1023.0,55.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,1050,"N105,N101,N101,N101,N101,N101,N101,N101",2021-11-18 09:00,LIGHT,11.0,1024.0,61.0,3.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,5864,"N101,R206,N105,N101,N101,N101,N105,N105,N101,N101,N101,N105,N101,N101",2021-11-29 19:00,DARK,10.0,1024.0,93.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-05 02:00,DARK,12.0,1015.0,63.0,1.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,12582,"N101,R206,N206,R206,N206,N105,N309,N101,N101,N101,N105,N101,N101,N206,N206,N206,N101,N105,N309,N309,N101,N101,N101,N101,N101,N101,N105,N101,N101,N101,N105,N101,N101,N101,N101,N310,N206,R206,R206,N206,N105,N101,IC5",2021-12-09 18:00,DARK,11.0,1025.0,94.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-11 16:00,LIGHT,25.0,1015.0,58.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-05-13 03:00,DARK,10.0,1020.0,91.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-09 20:00,LOW_LIGHT,18.0,1019.0,63.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-01-29 04:00,DARK,11.0,1022.0,92.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-04 23:00,DARK,14.0,1015.0,51.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-05 19:00,LIGHT,17.0,1021.0,54.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-19 23:00,DARK,14.0,1021.0,67.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,533,"N101,N101,N101,N101,N101",2021-12-10 11:00,LIGHT,13.0,1024.0,94.0,0.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,4791,"N101,N101,N101,N105,N101,N105,N101,N101,N105,N105,N101,N101",2021-09-29 19:00,DARK,20.0,1026.0,65.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,3010,"N101,N101,N101,N101,N101,N101,N101,N101,",2021-12-19 12:00,LIGHT,12.0,1021.0,63.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,251,"N101,N105,N101,N101,N101,N101,",2021-06-23 12:00,LIGHT,21.0,1020.0,48.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-03-08 06:00,DARK,7.0,1014.0,84.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,505,"N101,N101,N101,N101,N101",2021-10-29 10:00,LIGHT,13.0,1010.0,94.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-23 23:00,DARK,17.0,1020.0,70.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-24 16:00,LIGHT,27.0,1019.0,34.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-05-08 10:00,LIGHT,15.0,1014.0,82.0,2.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,2979,"N101,N101,N101,N101,N105,N101,N101,N101,",2021-12-24 16:00,LIGHT,11.0,1005.0,92.0,2.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-14 12:00,LIGHT,27.0,1019.0,51.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-03-10 23:00,DARK,11.0,1025.0,91.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-03 03:00,DARK,17.0,1018.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-04 06:00,DARK,11.0,1022.0,94.0,0.0,0.0,chuva fraca,Low
Guimaraes,UNDEFINED,0,",",2021-03-21 16:00,LIGHT,17.0,1021.0,38.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,544,"N101,",2021-03-10 17:00,LIGHT,12.0,1024.0,91.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,MAJOR,7322,"N101,N101,N101,N101,N105,N101,N101,N101,N105,N101,N101,N105,IC5,N101,N101,N101,N105,N101,N101,N105,N105",2021-05-03 18:00,LIGHT,19.0,1018.0,55.0,6.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-26 21:00,DARK,16.0,1016.0,84.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-01-27 14:00,LIGHT,13.0,1027.0,93.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,617,"N101,N101,N101,N101,N101,N101,",2021-05-02 11:00,LIGHT,14.0,1020.0,62.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-01 16:00,LIGHT,14.0,1016.0,76.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,145,",",2021-12-25 02:00,DARK,11.0,1002.0,93.0,2.0,0.0,chuva fraca,None
Guimaraes,UNDEFINED,487,"N101,N101,N101,N101",2021-12-03 10:00,LIGHT,9.0,1027.0,82.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-27 00:00,DARK,17.0,1022.0,91.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,1871,"N101,N101,N101,N105,N101,N101,N105,N101,N101,",2021-12-16 08:00,LOW_LIGHT,10.0,1025.0,60.0,2.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-27 23:00,DARK,15.0,1018.0,67.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-03-03 01:00,DARK,9.0,1027.0,81.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,73,"N101,N101,N101,N101,N101",2021-10-30 17:00,LIGHT,17.0,1008.0,85.0,2.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-17 02:00,DARK,16.0,1017.0,93.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-17 14:00,LIGHT,18.0,1018.0,92.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-10 20:00,DARK,21.0,1018.0,47.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-02-03 01:00,DARK,12.0,1010.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-29 09:00,LIGHT,16.0,1021.0,45.0,4.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,388,"N101,N101,N101,N101,N101",2021-10-09 19:00,DARK,21.0,1018.0,81.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101",2021-12-19 01:00,DARK,9.0,1026.0,71.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-12-26 11:00,LIGHT,13.0,1008.0,94.0,1.0,0.0,chuva fraca,None
Guimaraes,UNDEFINED,123,"",2021-01-21 19:00,DARK,12.0,1008.0,91.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-16 06:00,DARK,16.0,1018.0,89.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,5007,"N101,N101,N105,N105,N101,N101,N101,N101,N101,N105,N101,N105,N101,N101,N101,N101,N105",2021-06-11 17:00,LIGHT,22.0,1011.0,37.0,3.0,0.0,chuva fraca,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-18 06:00,DARK,17.0,1021.0,93.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-01-17 13:00,LIGHT,13.0,1029.0,54.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-03-06 19:00,DARK,13.0,1019.0,82.0,2.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,4949,"N101,N101,N101,N101,N101,N101,N101,N101,N101,R206,N105,",2021-10-01 08:00,LIGHT,14.0,1022.0,91.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101",2021-10-19 06:00,DARK,14.0,1021.0,80.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-17 11:00,LIGHT,30.0,1017.0,28.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-08 16:00,LIGHT,24.0,1020.0,54.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-26 16:00,LIGHT,26.0,1016.0,57.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-03-04 06:00,DARK,10.0,1013.0,87.0,3.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-20 00:00,DARK,12.0,1017.0,81.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-27 10:00,LIGHT,16.0,1007.0,82.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-24 09:00,LIGHT,15.0,1011.0,86.0,2.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,5515,"R206,N101,N105,N206,N101,N101,N105,N105,N105,N206,N101,N101,R206,N105,N101,N101",2021-12-10 09:00,LIGHT,13.0,1023.0,94.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,5282,"N101,N101,N309,N101,N105,N101,N101,N101,N101,N105,N105,N101,IC5,N105,N101,N101,N101",2021-10-12 19:00,DARK,21.0,1017.0,41.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,N101,N101,N101",2021-12-08 08:00,LIGHT,6.0,1017.0,94.0,6.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-03 04:00,DARK,10.0,1019.0,91.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-21 06:00,DARK,12.0,1016.0,95.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,224,"N101,N101,N101,N101,N101",2021-12-20 11:00,LIGHT,12.0,1017.0,78.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-11 05:00,DARK,15.0,1018.0,89.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101",2021-12-31 18:00,DARK,16.0,1023.0,75.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-04 03:00,DARK,11.0,1024.0,94.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,158,"N101,N101,N101,N101,N101",2021-11-29 13:00,LIGHT,13.0,1024.0,57.0,3.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,436,"N101,N101,N101,N105",2021-11-06 19:00,DARK,11.0,1028.0,59.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-30 04:00,DARK,7.0,1025.0,94.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-25 05:00,DARK,15.0,1014.0,88.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-03 23:00,DARK,12.0,1023.0,85.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-01-17 15:00,LIGHT,12.0,1028.0,66.0,2.0,0.0,Sem Chuva,Low
Guimaraes,MAJOR,1247,"N105,N101,N101,N105,N105,N101,N101,N101,N101,N101,N101",2021-12-07 20:00,DARK,8.0,1015.0,94.0,3.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,190,"N101,N101,N101,N101,N101,N101",2021-10-09 13:00,LIGHT,23.0,1020.0,70.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-03-14 10:00,LIGHT,12.0,1029.0,80.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,543,"N101,N105,N101,N101,N101,N101,",2021-04-16 21:00,DARK,16.0,1016.0,63.0,3.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-15 04:00,DARK,4.0,1020.0,58.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-25 23:00,DARK,17.0,1020.0,91.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-12-24 04:00,DARK,11.0,1010.0,84.0,2.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,5552,"N105,N101,N101,N101,N101,N101,N101,N101,N101,",2021-12-12 16:00,LIGHT,15.0,1023.0,79.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,1300,"N101,N101,N101,N101,N101,N101,N101,N101,",2021-07-25 16:00,LIGHT,22.0,1014.0,77.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,448,"N101,N101,N101,N101,N101,N101,",2021-04-08 13:00,LIGHT,18.0,1019.0,67.0,5.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-14 03:00,DARK,11.0,1020.0,66.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-05 04:00,DARK,8.0,1026.0,88.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,294,"N101,N101,N101,N101,N101,N101,",2021-06-14 16:00,LIGHT,27.0,1018.0,53.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-10 10:00,LIGHT,24.0,1018.0,59.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,1679,"N101,N101,N101,N101,N101,N101,N101,N101,N101,N101",2021-12-05 18:00,DARK,10.0,1027.0,85.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101",2021-12-02 03:00,DARK,8.0,1017.0,93.0,4.0,0.0,chuva fraca,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-24 05:00,DARK,18.0,1012.0,76.0,2.0,0.0,chuva fraca,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-19 03:00,DARK,18.0,1021.0,73.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,133,"N101,N101,N101,EM579,N101,N101",2021-09-18 16:00,LIGHT,21.0,1019.0,55.0,0.0,0.0,Sem Chuva,Low
Guimaraes,MAJOR,1540,"N101,N101,N101,N101,N101,N101,N101,IC5,N101",2021-11-02 13:00,LIGHT,13.0,1011.0,93.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,1197,"N101,N101,N101,N101,N101,N101,N101",2021-11-27 11:00,LIGHT,11.0,1015.0,47.0,6.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,528,"N101,N101,N101,N101,N101,N101,N105",2021-11-18 14:00,LIGHT,14.0,1022.0,53.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-14 22:00,DARK,18.0,1018.0,77.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,38,"",2021-03-04 08:00,LIGHT,10.0,1013.0,84.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-05-10 00:00,DARK,10.0,1010.0,89.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,337,"N101,N101,N101,N101,N101,",2021-05-04 13:00,LIGHT,18.0,1021.0,59.0,3.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-05 02:00,DARK,7.0,1023.0,81.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-07 12:00,LIGHT,19.0,1022.0,65.0,3.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,5644,"N101,N101,IC5,N101,N101,N101,IC5,N101,N101,N101,N101,IC5,N101,",2021-10-20 17:00,LIGHT,18.0,1021.0,86.0,3.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-03-12 12:00,LIGHT,12.0,1026.0,71.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-09 05:00,DARK,11.0,1015.0,71.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-25 05:00,DARK,17.0,1018.0,61.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-30 11:00,LIGHT,18.0,1016.0,43.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,MAJOR,2108,"N105,N101,N101,R206,N101,N101,N101,N101",2021-12-07 16:00,LIGHT,12.0,1013.0,93.0,0.0,0.0,chuva fraca,Very_High
Guimaraes,UNDEFINED,0,",",2021-12-18 05:00,DARK,5.0,1025.0,66.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-06 02:00,DARK,16.0,1014.0,92.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-27 16:00,LIGHT,26.0,1015.0,53.0,5.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-18 00:00,DARK,15.0,1018.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,240,"N101,N101,N101,N101,N101",2021-10-08 13:00,LIGHT,24.0,1020.0,54.0,1.0,0.0,Sem Chuva,Low
Guimaraes,MAJOR,7698,"N101,N101,N101,N101,N105,N101,N101,N310,R206,N101,N206,N105,N101,N101,N105,N105,N101,N101,N101,N101,N105,N101,N101,N105,N105,N101",2021-05-06 18:00,LIGHT,19.0,1020.0,72.0,3.0,0.0,Sem Chuva,Very_High
